,id,uri,events,agent,predicate,patients,text
0,2000,http://en.wikinews.org/wiki/UK_government_announce_police_stop-and-search_powers_rethink,UK_government_announce_police_stop-and-search_powers_rethink#ev29,the+government,legislation,to+change+stop+and+search,"May says she is not going to introduce new legislation to change stop and search but has not ruled it out if statistics do not change: ""I want to make myself absolutely clear: if the numbers do not come down, if stop and search does not become more targeted, if those stop-to-arrest ratios do not improve considerably, the government will return with primary legislation to make those things happen""."
1,2000,http://en.wikinews.org/wiki/UK_government_announce_police_stop-and-search_powers_rethink,UK_government_announce_police_stop-and-search_powers_rethink#ev58,the+government,make,those+things,"May says she is not going to introduce new legislation to change stop and search but has not ruled it out if statistics do not change: ""I want to make myself absolutely clear: if the numbers do not come down, if stop and search does not become more targeted, if those stop-to-arrest ratios do not improve considerably, the government will return with primary legislation to make those things happen""."
2,2000,http://en.wikinews.org/wiki/UK_government_announce_police_stop-and-search_powers_rethink,UK_government_announce_police_stop-and-search_powers_rethink#ev79,research+into+stop+and+search+powers,find,only+one,"Research into stop and search powers found only one in ten searches led to an arrest, and black people were about six times more likely to be the subject of a search than their white counterparts."
3,2000,http://en.wikinews.org/wiki/UK_government_announce_police_stop-and-search_powers_rethink,UK_government_announce_police_stop-and-search_powers_rethink#ev41,stop+and+search+powers,lose,to+use+stop+and+search+powers,"Following the reforms, officers who misuse stop and search powers may be subject to disciplinary procedures or lose the ability to use stop and search powers."
4,2000,http://en.wikinews.org/wiki/UK_government_announce_police_stop-and-search_powers_rethink,UK_government_announce_police_stop-and-search_powers_rethink#ev70,the+reforms,push,stop+and+search+records,"The reforms also include an attempt to push the police to make stop and search records public, and adding new ""unconscious bias awareness training"" to try to reduce the possibility of prejudice influencing decisions by police officers."
5,2000,http://en.wikinews.org/wiki/UK_government_announce_police_stop-and-search_powers_rethink,UK_government_announce_police_stop-and-search_powers_rethink#ev29,the+government,legislation,to+change+stop+and+search,"May says she is not going to introduce new legislation to change stop and search but has not ruled it out if statistics do not change: ""I want to make myself absolutely clear: if the numbers do not come down, if stop and search does not become more targeted, if those stop-to-arrest ratios do not improve considerably, the government will return with primary legislation to make those things happen""."
0,2001,http://en.wikinews.org/wiki/UK_government's_Information_Commissioner_takes_enforcement_action_against_Liberal_Democrat_party_for_cold_calling_voters,UK_government's_Information_Commissioner_takes_enforcement_action_against_Liberal_Democrat_party_for_cold_calling_voters#ev39,the+party,say,it+wo+n%27t+disturb,"The Liberal Democrats have been given 28 days to appeal against the action, although the party has said that they accept the decision."
1,2001,http://en.wikinews.org/wiki/UK_government's_Information_Commissioner_takes_enforcement_action_against_Liberal_Democrat_party_for_cold_calling_voters,UK_government's_Information_Commissioner_takes_enforcement_action_against_Liberal_Democrat_party_for_cold_calling_voters#ev27,the+party,stop,Scottish_National_Party,"In 2005, the party successfully stopped the Scottish National Party for continuing to carry out a similar cold calling campaign."
2,2001,http://en.wikinews.org/wiki/UK_government's_Information_Commissioner_takes_enforcement_action_against_Liberal_Democrat_party_for_cold_calling_voters,UK_government's_Information_Commissioner_takes_enforcement_action_against_Liberal_Democrat_party_for_cold_calling_voters#ev28,the+party,continue,a+similar+cold+calling+campaign,"In 2005, the party successfully stopped the Scottish National Party for continuing to carry out a similar cold calling campaign."
3,2001,http://en.wikinews.org/wiki/UK_government's_Information_Commissioner_takes_enforcement_action_against_Liberal_Democrat_party_for_cold_calling_voters,UK_government's_Information_Commissioner_takes_enforcement_action_against_Liberal_Democrat_party_for_cold_calling_voters#ev33,theLiberalDemocrats,call,250%2c000+british+people,"In 2005, the party successfully stopped the Scottish National Party for continuing to carry out a similar cold calling campaign."
4,2001,http://en.wikinews.org/wiki/UK_government's_Information_Commissioner_takes_enforcement_action_against_Liberal_Democrat_party_for_cold_calling_voters,UK_government's_Information_Commissioner_takes_enforcement_action_against_Liberal_Democrat_party_for_cold_calling_voters#ev39,the+party,say,it+wo+n%27t+disturb,"Nick Clegg, the leader of the Liberal Democrats, defended the party's actions by saying that ""I rather hope it won't disturb."
