,id,uri,events,agent,predicate,patients,text
0,6000,http://en.wikinews.org/wiki/Quebec_man_found_not_guilty_in_shooting_death_of_Laval_officer,Quebec_man_found_not_guilty_in_shooting_death_of_Laval_officer#ev13,"Laval,_Quebec",execute,on+parasiris+%27+brossard+home,"Laval police were executing a ""no knock"" warrant on Parasiris' Brossard home March 2, 2007, when Parasiris fatally shot officer Daniel Tessier, thinking he was an invader in his home."
1,6000,http://en.wikinews.org/wiki/Quebec_man_found_not_guilty_in_shooting_death_of_Laval_officer,Accused_killer_of_Canadian_police_officer_released_on_bail#ev59,Brossard,home,on+the+parasiris+home+in+march,"Laval police were executing a ""no knock"" warrant on Parasiris' Brossard home March 2, 2007, when Parasiris fatally shot officer Daniel Tessier, thinking he was an invader in his home."
2,6000,http://en.wikinews.org/wiki/Quebec_man_found_not_guilty_in_shooting_death_of_Laval_officer,Accused_killer_of_Canadian_police_officer_released_on_bail#ev59,Brossard,home,on+the+parasiris+home+in+march,"Laval police were executing a ""no knock"" warrant on Parasiris' Brossard home March 2, 2007, when Parasiris fatally shot officer Daniel Tessier, thinking he was an invader in his home."
3,6000,http://en.wikinews.org/wiki/Quebec_man_found_not_guilty_in_shooting_death_of_Laval_officer,Quebec_man_found_not_guilty_in_shooting_death_of_Laval_officer#ev29,the+warrant,investigate,drug+trafficking+in+the+area,The warrant was issued to investigate drug trafficking in the area.
4,6000,http://en.wikinews.org/wiki/Quebec_man_found_not_guilty_in_shooting_death_of_Laval_officer,Quebec_man_found_not_guilty_in_shooting_death_of_Laval_officer#ev26,a+jury,find,BasilParasiris,"After four days of deliberation, a jury found Basil Parasiris not guilty Friday in the shooting death of a Laval police Constable in March of 2007."
5,6000,http://en.wikinews.org/wiki/Quebec_man_found_not_guilty_in_shooting_death_of_Laval_officer,Quebec_man_found_not_guilty_in_shooting_death_of_Laval_officer#ev34,parasiris+%27+attorney,indicate,guilty+to+those+charges,Parasiris' attorney has indicated that he will plead guilty to those charges.
0,6001,http://en.wikinews.org/wiki/Quebec_election_called_for_September_2012,Quebec_election_called_for_September_2012#ev53_1,the+other+major+parties,mean,quebec+becoming+a+sovereign+state,"The Quebec Liberal Party is federalist, meaning it supports Quebec being part of Canada, while the other major parties are separatist, meaning they support Quebec becoming a sovereign state."
1,6001,http://en.wikinews.org/wiki/Quebec_election_called_for_September_2012,Quebec_election_called_for_September_2012#ev44,the+airport,represent,a+%60%60+bridge+to+the+north,"After meeting with Lieutenant Governor Pierre Duchesne to officially drop the writ and dissolve parliament, he made the public announcement yesterday in front of Québec City Jean Lesage International Airport, stating the airport represents a ""bridge to the north"", in reference to his government's plan to develop natural resources in northern Quebec."
2,6001,http://en.wikinews.org/wiki/Quebec_election_called_for_September_2012,Quebec_election_called_for_September_2012#ev40,Quebec,call,a+provincial+election,"Quebec, Canada premier Jean Charest has called a provincial election for September 4."
0,6002,http://en.wikinews.org/wiki/Quebec_City_mayor_dies_unexpectedly,Quebec_City_mayor_dies_unexpectedly#ev19,by+autopsy,confirm,the+cause+of+death,"She was found unconscious at her home from what was reported to be heart failure, although the cause of death is expected to be confirmed by autopsy."
